TITLE,DATE,RATING,REVIEW 
Great hotel and wonderful staff,Date of stay: August 2022,50,"Great hospitality and service from the Fullerton hotel staff gives us a very memorable stay at the hotel. It starts from the Guest Relations desk when we arrive, it's a warm welcome from Kate Joe, she was very helpful and friendly, and even brought us up to the Straits Club to have our afternoon tea. Ms Sungeetha, hotel Guest Relations officer, was very thoughtful and caring, she took care of our meals at the Straits Club, really touched and appreciate. The food has a good mix of fusion and nostalgic local snacks, thus making our dinning an enjoyable and wonderful experience. The staff that were at the Strait's Club, Jared and Nicholas Wong are very pleasant and proactive, they recommended several good drinks and best teas which we have not tried before and also the Laksa and the Russian special, we would definitely come back again. Being here for the first time, the warm reception and great service really left a very good impression in us. Thanks to all the staff for making our time in the hotel a memorable one. The hotel location provides a scenic view at night, with the colourful night lightings at night, it's a beautiful place for taking night photos."
Truly the best service befitting this truly unforgettable stay!,Date of stay: August 2022,50,"We had a very memorable stay at the Fullerton hotel. It is our first time staying at Fullerton and the great hospitality blew us away.  Special mention to the Front Office Manager Darshan, who was very thoughtful to our needs during the stay, he was so kind to bring us around and his warm welcome and hospitality made us feel right at home. Darshan also brought us to the Straits Club where we had a taste of the lovely selection of delectables available at the Straits Club. The staff that were at the Straits Club, Jared, Crystal, Siti and Nicholas were especially warm and pleasant. Jared and Crystal recommended the best teas and checked on us throughout. The warm reception we received really left an impression on us. Thanks to all for making our stay so awesome!  Everyone at the hotel made us feel so welcomed and it was a lovely way to celebrate my husband’s birthday! We stayed at the Marina Bay View room and the view we had from the room was gorgeous. The fantastic location and the beauty of Fullerton’s historical building is truly unforgettable."
Went to Fullerton Hotel at Singapore,Date of stay: August 2022,50,We went there for short stay. We meet one waiter name Ryan. He quite nice & friendly guy. He quite a charming guy we like him to serve us. Fullerton hotel we went for twice. We love the hotel services. All front desk to housekeeping. They very polite. Amazing services that I had said. Keep it up Fullerton. Well done!!
Excellent stay,Date of stay: July 2022,50,"Stayed for 6 nights at the Fullerton as part of a business trip. Staff were very welcoming and friendly throughout. They aided with covid tests in our room to meet HK requirements ie doctor came to our room rather than heading to Raffles medical and queuing. On arrival to our room realised that the courtyard room had no natural direct light and asked for alternates with direct light and was moved to an outward facing room for a very reasonable amount extra with ease. Facilities ie gym were great, swimming pool was nice but not many beds and you can’t order food which was frustrating when relaxing at the weekend before leaving but equally not a deal breaker (drinks can be served). The breakfast experience was probably the worst part of the stay. It was very manic most mornings and the coffee machine was often broken for periods and when it did work it was very slow. It would be good to see options for coffee/tea brought to your table. Also the bread for tasting was sweet and so an options of fresh cut bread would be good and also there wasn’t orange juice every morning and was only available twice during my stay and so have orange juice available everyday. That said this didn’t materially impact my experience. Will stay again and look forward to doing so."
Amazing accommodation,Date of stay: August 2022,50,"Thank you Darshan, Lucy & Nicolas who gave us a pleasant surprise for our anniversary. Really touched and appreciate it! Staff are friendly and attentive. Amazing view. Buffet variety was a spread. Recommend for any occasion!"
Fullerton full of Fun,Date of stay: August 2022,50,"We were apprehensive about our staycation at the hotel because there were 5 of us. Two adults and 3 kids. It’s hard to be discreet with such a large troop but Darshan (the front office manager) on duty and his team were ever so ready to make us feel right at home with ice cream, plush toys and colouring book for our kids.  When we went for dinner later that evening, the kids were famished after their swim. We told the staff on duty to prepare something that was not on the menu as our daughter is a fussy eater. To our surprise they did as we asked and my daughter enjoyed her meal thoroughly.  On the whole this was a great getaway and the staff who were ever so friendly played a monumental part in making our stay at the Fullerton an epic one."
Great hotel and wonderful experience in the heart of the city,Date of stay: June 2022,50,"Great food at the Town Restaurant. Sat outside by the river with a great view. It was a wonderful experience. The food was delicious, love the variety of the dessert (that's my main focus :P). The staff was sincere. It was a great night."
Definitely one of the best in Singapore,Date of stay: July 2022,50,"the whole experience when staying at this hotel was fantastic! from the hassle free check in, the request for a late check out and the eventual check out was hassle free and fast. food during breakfast was very good with a lot of variety to choose from. location is probably the best factor of the hotel since it is near everything"
Great hotel but gym no Fitness Instructor,Date of stay: July 2022,30,"Great hotel and located at strategic location. Breakfast was great. Room was Superb and Service by all associates at lobby were outstanding. Unfortunately as compared with other hotels around in Singapore, it's quite disappointed that this hotel don't have Fitness Instructor like at Mbs and Pan Pac."
Wonderful experience at Fullerton Hotel restaurant,Date of stay: July 2022,50,"Went here last Thursday for the buffet, the food is superb and have lots of choices! The staff were very friendly and accommodating especially Princess who always check what we need and if everything is okay. Overall, will recommend this to family and friends!"
A hotel you should not miss if you visit Singapore,Date of stay: July 2022,50,"A very pleasant stay last week. Room was spacious and had great Boat Quay view. A beautiful historical building and nicely decorated room with taste. The room got everything you needed with your own Dolce Gusto coffee machine. Enjoy the outdoor view at the balcony with your cup of coffee.  Staying in Fullerton was a good memory. No doubt with the hardware. More important was the feel and services you obtained here. Every staff had a sweet and smiling face. You got a home feeling here. Thanks to all the Fullerton staffs and small thank you to Warren at reception, Ryan and Crystal at The Straits Room who gave me laugh during my visit."
Club was Fabulous!,Date of stay: July 2022,50,"This was our 4th visit to the Fullerton and was made more special as they now have a Club and an excellent one too. We remember our last visit because of the special welcome we received, I still remember the guys welcoming smile when he took us to our room. This was a completely different experience, masks so no smile and no intro to your room. I did think we had made a mistake coming back,that was until we visited the Club, welcoming smiles (even though still behind masks!). We would like to thank the whole team, especially Ryan and dear Crystal Lye who made us so welcome on each occasion. Crystal will be the lady we remember just like the guy who checked us in on our last visit. Thank you Crystal."
Very attentive and warm service at Fullerton Hotel Jade and Straits Club,Date of stay: July 2022,50,"My sister and I had a lovely staycation at the Fullerton hotel. The hospitality team at Straits Club of Nicholas Wong, Crystal, Marcel and team were very kind and attentive, thoughtful in going out of their way to make us feel very welcomed. Nicholas even took the initiative to make us a nice cocktail. We had dinner at Jade and Alan IP was very good with his food and drinks recommendation, and was very nice to chat with. We will be back again to Jade and Fullerton, a charming place with great hospitality. Many thanks for the lovely experience."
"Fabulous stay at the Fullerton, champagne edition",Date of stay: July 2022,50,"We had access to the straights clan for afternoon tea, cocktail hour and champagne breakfast. Everything was perfect, and service above and beyond even with small children in tow! Crystal and Joshua were particularly amazing so a special shout out to them!"
Top Notch Stay at the Fullerton,Date of stay: July 2022,50,"The Fullerton Hotel Singapore is a beautiful, amazing hotel! It was our first trip to Singapore and by the time we left we felt like we were leaving our home—the hotel and its staff are welcoming, attentive, and accommodating. The building, rooms, and amenities are top notch, clean, and luxurious. The food, especially considering one person in our party had dietary restrictions, was delicious, especially the afternoon tea. We were so impressed that a daily breakfast buffet and one afternoon tea were complimentary with our 6 night stay. The location is perfect—within walking distance to so many amazing sights, a bus stop right outside the hotel, and an MRT station very close. I can't recommend The Fullerton Hotel Singapore enough!"
Great Choice But Tweaks are Needed,Date of stay: July 2022,40,"Fullerton Hotel was a terrific choice. Elegant property with great service in an amazing location downtown in Singapore right on the canal. Tweaks that hotel needs to make are the following: -Food needs to move up a notch in terms of sophistication. Buffet breakfast is expensive at $45 per person. There should also be an a la carte option. Salmon burger, yikes, was pieces of nova with lettuce and tomato. -Singapore can be very hot weather. Outdoor pool was too warm and they need to pump cold water into it."
Lovely Hotel,Date of stay: July 2022,50,"Wow! This hotel is amazing. If you believe in Fung Shui, I was told that everything here is according how the hotel is set up. The staircase alone is massive and beautiful. Different type of koi swim in the beautiful pond under the staircase. The washroom is so elegant. It is worth visiting this hotel if you’re in Singapore."
Great to be Back!,Date of stay: July 2022,50,"Our first trip to Singapore since the borders re-opened. Where else would we want to stay but the Fullerton! It was nice to see familiar faces and some new ones too. Siti and Paolo in the Straits Club were excellent in looking after us. Yes, there have been changes as you would expect after three years of the pandemic, but they are all for the better. We had a Quay room and a great view overlooking the Singapore River. We were told that the breakfast buffet had recently been reintroduced and it works well. There are no physical menus anymore so you have you scan the QR codes to get the menu choices. The Fullerton is well placed for the MRT and then you can go anywhere the fancy takes you. Will we go back to the Fullerton? - most definitely!"
Blessed Birthday 2022 @Town Fullerton,Date of stay: July 2022,50,"3 years ago we had our simple wedding breakfast and short ROM at this very place. Tonight, I am celebrating my birthday and the staffs are as welcoming and warm as then. Service is top notch. Kind and helpful staffs. Would like to mention Heidi, the lady who helped us through the night. We can feel her patience and care the whole time. The chef was so kind to attend to our additional requests... And shout out to the Pinoy staffs, too! Hospitality is 💯! Overall a lovely night! Kudos to the team! Definitely ... recommended place to create memories. ❤️❤️❤️"
The Straits Club at The Fullerton is exceptional,Date of stay: July 2022,50,"Extraordinary service and tranquility of The Straits Club makes our two recent stays an exceptional travel experience. The sanctuary of the Straits Club is created by the warm attentive and professional service of Nicholas, Siti, Crystal and Lucy. Check in and out is seamless and pleasant, early breakfasts with suburb omelette s and afternoons with a lazy class of champagne are features of our stay, and concierge service that arranged sought after dinner and car reservations are to be commended. The highest recommendation."
"My kid's dream hotel! The rooms, service, location and facilities are the best!",Date of stay: June 2022,50,"Staycation in The Fullerton Hotel was a wonderful experience. The room was spacious and clean. Loved the design style which is very classic. Our room also has a beautiful view of Marina Bay. There is a small balcony outside and we chill and had a drink outside during the night which was pretty nice. The location of the hotel is very convenient. We could walk to the Merlion via the underpass and walk along the shore. It was beautiful and a nice walk with a small flower garden along the bay. We went to the swimming pool in the afternoon and there weren't too many people. The pool wasn't too big but enough for the kids to enjoy and had fun. It is also an infinity pool facing the river, which is quite nice and quiet. We enjoyed relaxing by the poolside. We tried their signature cake from the lobby for our afternoon tea, it was delicious! The overall experience was wonderful and the kids really enjoyed their first staycation. My daughter would call this her second home! Thank you to all the welcoming staff who gave us a wonderful memory."
"The best of the best! The food, the rooms, the service, the people, the location.",Date of stay: July 2022,50,"It was our first time in Singapore and the Fullerton was the keystone in making the trip the most memorable of our lives and it defined what a 5 star experience should feel like. From the moment we walked in at dawn on the first day, the staff made us feel like special VIP guests. Rey in the restaurant was especially attentive. The hotel is spectacular from the moment you enter. We had a room overlooking the river with views of the city from our balcony on the 7th floor that I highly recommend. Sit outdoors for breakfast and enjoy a mimosa and a cool breeze before the heat gets intense. You can walk everywhere from the Fullerton, and it’s close (18 minute walk) to Marina Bay Sands, the Gardens at Marina Bay, and china town, so the location is ideal. The Fullerton has a rich history, being the original Post Office in Singapore, and it’s opulence as a hotel is renowned. If you have only one chance in your life to come to Singapore, then the Fullerton is the one choice you should make. Singapore is a fairly expensive city, but the Fullerton is worth every cent. We will be sending family and friends here in the future, and we hope to return ourselves!"
My Second Home,Date of stay: July 2022,50,"Decided to book this hotel due to its proximity near my office at Raffles. Wasn't disappointed as from the point of arrival, during my staff of 7 days, it was faultless. I also enjoyed the service at the Straits Club and found all the staff at front office were friendly and help me oriented myseld and feel at home.  The hotel has some strong heritage and history. Do visit the heritage trail and take the free tours when you can. The concierge will also be able to give you some great suggestions and recommendations of where to dine and have cocktails. It would be great if the management could arrange corporate shuttle services to key office areas within the business district.  Lastly, please convey my appreciation to all your wonderful staffs from the Housekeeping, Front Desk and many othes whom I met during my stay. You are assured that I will return to stay at my 2nd home."
Paradise in the city!,Date of stay: July 2022,50,"Fast check in by staff into a beautiful room that is very comfortable with a fantastic view of Marina Bay Area. Bathroom is beautifully appointed and spacious.  Housekeeper did a wonderful job of turning down the bed for my evening’s rest. The sun set and sun rise was spectacular as it gave a the Marina Bay Area. The reflection of lights on the Bay made it a wonderful sight!  Staff at the Straits Club are very friendly and warm making it very homely with their casual talk and they offered advice on what to do during my stay.  I liked the art work that are displayed around the hotel. A blend of local and modern pieces provided an interesting outlook. My room had heritages pieces that gave an interesting history about the buildings heritage.  The lobby is well decorated as it gives a guest more information about the heritage of the building. Good bar and I enjoyed the Jade Restaurant, seeing Chinese cuisine. Very good food.  The hotel has a good location as it is convenient to walk around to do sightseeing.  A great hotel that is conveniently located with comfortable rooms and facilities giving guest a luxurious feeling.  I will be back, thanks for a restful stay and I learnt about the history of the hotel as well as the area.  Complemented with warm and helpful staff that made me feel like I was at home!"
Outstanding service and professionalism,Date of stay: July 2022,50,"Our family had started to stay in this hotel since 2015 every time we came to Singapore and most recently is on 11 of July 2022.  The service is excellent and the staff are so nice, polite and professional especially full respect for their guests.  The rooms are super clean and always look new to us and the entire property always smell so nice and fresh.  They are so quick to fulfil your request every time we called room service and you always see the smiles on their faces.  We would rate them 6 stars if I could if there is another star available to click on.  If you have a late flight on the day, they are quite generous to allow you to check out late without any charges. We love it  We definitely without a doubt will come back here again and again.  We strongly recommend everyone to try this hotel next time you’re in Singapore and I’m absolutely sure that you will come back again."
Bday staycation !,Date of stay: July 2022,50,"I celebrated my bday here since it's my first time all i can say is it's beyond my expectations . the room was so spacious very classy and nice view of the bay ! we had an amazing experience at the town restaurant special mention with this lovely staff Ms. cherry , hope, sir edgar and the rest of the team . They are very hospitable with a sweet smile despite of their business. they check on us time to time and giving an extra mile service to make sure that we have a great night with them . you make my birthday memorable 10 star for you all!! thank you so much .. ! definitely a good quality service is priceless ! will sure comeback again"
Great Short Staycation!,Date of stay: July 2022,50,"It's a last minute booking for a long weekend in SG and to view the National Day Preview fireworks from our room for our 4 year old son.  We booked a Straits Club Marina Bay View Room as that's one of the only option left in Trip.Com. Was actually looking at Marina Bay View with Balcony but unfortunately that room was sold out but nevertheless, it was an awesome staycation. We got access to the Straits Club for Champagne Breakfast, Afternoon Tea & Evening Canapés and we loved it especially my son.  Check in was smooth and quick. My son got a free pass for a scoop of ice cream at Town Restaurant and a set of crayons and Fullerton colouring book! Front Desk who I didn't get his name said the room we assigned to doesn't have a full view of the Fireworks but its all good during the Preview, great view of the fireworks, we got to watch helicopter flying passed us Infront of the room etc etc. Hope we will be back here again with Marina Bay View with a balcony!"
"Bachelorette's party -- incredible service, location, view!!!",Date of stay: July 2022,50,"My sisters threw me a bachelorette's surprise staycation at the Fullerton -- being able to stay in this iconic, beautiful heritage hotel was amazing, but what really impressed me was how well taken care of we were. My sisters told me that Shazwan from Fullerton went out of his way to make sure the surprise was well-orchestrated after they made the booking, and even after check-in, there were so many little surprises from the hotel that really demonstrated how considerate and attentive Shazwan was. It made the surprise staycation so memorable, and we had such a good time. Looking forward to coming back for another stay in the future!!"
Most amazing staycation,Date of stay: July 2022,50,"We are soo thankful for the stay at Fullerton, everything was so well taken care of, and special shoutout to Shazwan who made the stay really pleasant because of his hospitality and sweet disposition ◡̈ My family really appreciated his attention to detail and it made our hotel stay my best one, hands down. Thank you ◡̈"
Payment issue resolved,Date of stay: June 2022,30,"In my previous review (which i had to delete in order to make an upate to my review), I shared about how I was being wrongly billed (charged 2 times the original amount) for my 3D2N stay at the Palladian Suite.  After calling to clarify, the hotel responded via a call after 2 days by front office manager, Darshan Lionel. Though I would appreciate for the call to be made much earlier, I would like to thank Darshan for addressing this payment issue. He gave me a direct number to contact him and tried to expedite the refund. He also followed up with messages to check on the status of the refund. After the refund was made, Darshan offered my family a complimentary dinner buffet at the Town restaurant to compensate for the unpleasant experience. He was professional in managing my case and was helpful.  While I am not sure if my family would want to book a stay with Fullerton again, I am thankful that the matter has been resolved. The inconvenience I faced due to the overcharged bills on my credit card was a bad experience. It was a mistake that the hotel should not have made. I hope no other customers will have to face similar issue of being wrongly billed."
Great location and room quality,Date of stay: June 2022,50,"This hotel has an amazing location with views of the Marina Sands and easy walkability to many riverside restaurants. The service is impeccable, rooms are very well serviced and maintained, and the breakfast has a lot of variety and is very tasty. I would definitely stay here again the next time that I'm in Singapore."
Decent stay,Date of stay: July 2022,40,"My partner and I booked Quay room and got upgraded (thank you!), stayed for one night at the Marina Bay View Roomthe room was of decent size with balcony. Enjoyed the pool and spa facilities a lot! Breakfast spread was decent too, will be back in near future"
Family staycation in June 2022,Date of stay: June 2022,50,"It was wonderful! My girls loved it, husb loved the massage and most importantly, the staff were helpful and friendly, especially Lucy (hope I remembered her name correctly). My 6yo was completely in awe with her. The high tea and evening cocktail were fantastic too 😂 Highly recommended"
Underwhelming,Date of stay: June 2022,30,"Just disappointing as we expected nothing but excellent service. Very underwhelmed with the whole experience. We were out for the full day and came back to an uncleaned rook. It took 45 minutes to resolve but then no one informed us it was finished, we had to chase staff to find out if we could go back to the room."
Welcoming and good service.,Date of stay: July 2022,50,"My second time staying here. Overall experience was pleasant and my family enjoyed their stay. Staff were friendly and provided us with good service.  For the breakfast buffet, there was a variety of dishes. Definitely worth it."
"Good hardware, room to improve software",Date of stay: July 2022,40,"Second stay at this hotel and last year’s stay was way better than this year.  Felt like there was a lack of warmth from staff and that service just wasn’t as 5 stars as we expect it to be.  The hotel have done a fantastic job maintaining the hotel, but there’s much more to be done for the staff."
Good!,Date of stay: June 2022,50,I think it was very good in service and hotel's quality. Room service and Infinity pool was very good and location of hotel was also very good. And i'd like to thanks to the all the staffs in working in the hotel because of their hospitality and kindness.
Singapore Trip,Date of stay: July 2022,50,Can’t fault the hotel on accommodation and cleanliness excellent …only problem room service finishes at 11pm and you can’t get a coffee in the foyer after 5pm…breakfast was good only drawback was coffee is out of a machine so I asked for a fresh cup at the table which they did …
Room and toilet was beautiful,Date of stay: June 2022,40,The toilet was my favourite features as the toilet seat opens automatically when it senses you are near. The toilet seat is powered to be hot and the there is a remote to control the pressure of the water which is hot also. Bathtub was spacious
Great old dame and great location,Date of stay: June 2022,40,Great location and the rooms are in good condition and well cleaned by the friendly staff members.  We had access to both the Straits Club and main dining area. Less on offer in the Straits Club for breakfast. We also had on offer afternoon tea and pre-dinner cocktails.  Would be nice if greater range of drinks etc was on offer around the pool.  Recommend returning.
The most comfortable luxurious hotel,Date of stay: July 2022,50,"Our experience at The Fullerton Hotel is nothing short of perfection. Check-in was relatively easy. When we arrived in our rooms, we were amazed at every aspect of comfort. Comfy-sized rooms, beds, bathrooms with nespresso machine, Harman Kardon speaker & power adapter to fit almost any plug you need"
Great Service,Date of stay: June 2022,50,"Staff upon my arrival was super helpful and approached me even before I made it to the front desk. Rooms were clean and spacious, and all staff were friendly during the entire process - even at the pool and breakfast."
Great Experience,Date of stay: June 2022,50,Love the whole experience. Excellent service and overall cleanliness of the room. Visited the pool and it was enjoyable. Would love to visit this hotel again and would recommend it to my family and friends!
Pleasant stay,Date of stay: June 2022,40,"Good location, clean hotel and friendly staff. Very big room and bathroom. Was given a cake to celebrate our anniversary. Nice personal touch from the hotel! Just find the pillows too soft for my liking."
Perfect,Date of stay: June 2022,50,"This hotel is very comfortable and clean place to stay, also staffs are very friendly and kind. Great location, so easy to go anywhere. Night view is also perfect. I'm highly recommended this hotel to visit Singapore."
Great historic hotel,Date of stay: June 2022,50,At the the mouth of Singapore in a buzzing area. Beautiful iconic hotel. Large lobby area and restaurant at one end over looking the river/Boat Quay. Large bar With whiskey focus. Small shops and friendly staff. Small history area of Singapore that is really interesting
Excellent hotel,Date of stay: June 2022,50,"Our stay was wonderful, pleasant and excellent.All the staff was very helpful, friendly and provide excellent customer services. We really enjoy our stay. Will definitely go back there to stay again next time:)"
"Good, but not great",Date of stay: June 2022,40,"5 star, not yet. 4 star maybe. 3 stars plus for sure. Much room for improvement. There are many keen Competitors around. Need to stand out from the crowd. It is the attention to detail, small things that make you stand out from the crowd."
Staycation,Date of stay: June 2022,50,Great location and hotel ambience is great. Friendly and great service of hotel staff. Breakfast food with plenty of selection and tasty. Nice view from the hotel room and also at swimming pool. Overall great staycation with family
I will be back (thumbs up picture),Date of stay: June 2022,50,"The trip was somewhat a last minute event for a wedding, as the booking was too. As it was my first time staying in Fullerton, let alone a premium establishment, i can say I was truly impressed and enjoyed my stay. Definitely worth every penny, and will be back staying here next time visiting Singapore."
A decent Hotel in a good location,Date of stay: June 2022,40,"The room was very nice, albeit a more expensive Esplanade Room. We were surprised at that price, we had no lounge access. Staff seemed a little slow and less attentive than we are used to in Hong Kong."
Tampons at the front! Attention to detail is negliable.,Date of stay: June 2022,10,"Where do I start and for full disclosure, I will be honest. I stayed here as apart of ht AMEX promotion that I was offered a free night here and I took it. What struck me first was how useless the doormen were. I dont understand why they are there when they watch you take your bag out of the car. While this isnt a problem, they did watch me, something which I find uncomfortable if they see me.  I then at check in asked for an upgrade at check in, with the AMEX promotion offering me an internal courtyard room. I wasnt a room that had an outdoor area, I was offered an Esplanade room for 50++ and then offered a Collyer Quay Suite for 300++. i took the former, having been promised it had an outside aea, and WOW, it had solid brick walls in front of the windows. If you dont believe my comments, believe my guest who asked, ""what are these th9ngs in front of the windows"". BEWARE, there is no view. The sad thing here is that I was upsold on a dream, and delivered a dud.  The Straits Club was fine, everything was ok there.  Finally, upon checkout, like most hotels I am finding I seeing thay will try and wingle every cent out of you they can. As I had a suite, I was promised 2 pieces of free pressing, and i gave the hotel my suit. At check out, that laundry was charged at SGD30, alongside the suite upgrate, and then when I asked about it, It was swiftly taken away.  For a hotel of this calliabre,this is unacceptable. why when asking out do I need to ask. Attention to detail vs. Revenue raising?  I also have a huge problem that there is no 24/7 room service. While I am living in Singapore. tuere are some people who would like a warm meal at unreasonable hours; when asked, i was told ""you need to use Grab, kitchen is closed:. What is the point of staying at the Fullerton if its the same as the holiday in.  ,,,,,,,,,,,,,,,,,And Finally, ther ewere tampons at the front of the hotel. I cannot express the lack of attention to detail which this exemplies. It wasnt that hard to see them, I was shcoked and they were in of the attached photo colours. Shall I just leave a condorm in the front of the hotel next time?"
I LOVE MY STAY!,Date of stay: June 2022,50,I had a splendid stay with The Fullerton Hotel for my honeymoon! The service was great and the room was fantastic. I look forward to book another stay with Fullerton Hotel very soon. This will not be my last stay with them! Thank you! 🤗
Staycation,Date of stay: June 2022,50,"A short but enjoyable staycation! An iconic hotel, centrally located and close to main attractions. Comfortable rooms, well equipped, clean and quiet. Staff were calm, friendly, polite and professional. Enjoyed the buffet dinner in The Town Restaurant."
Amazing hotel and location,Date of stay: June 2022,40,"Everything is five star. Staff is amazing. Location is the best. The rooms are clean, big and very comfortable. Room for improvement on breakfast. Its ok but could decently be better to meet the rest of the hotel standard."
A normal experience,Date of stay: June 2022,40,"Pros: a classic and vintage design hotel that make you feel the old days of singapore, marina bay view room has a balcony to observe the night view of marina bay Cons: cleanliness-dust could be found on cabinet, price is a bit overpriced for whole experience during the stay"
Superb Heritage Hotel,Date of stay: June 2022,50,"Great hotel, excellent location close to Marina Bay and theCBD. Vey helpful and friendly staff. Bedrooms are well appointed and beds very comfortable. Breakfast buffet options and quality of food on offer is very good."
Five days of fun in Singapore,Date of stay: June 2022,50,"My wife and I spent 5 days here in mid-June. It has a lot of history and the decor is very attractive and reflects the high standing of this iconic building. It is very well located and a short walk or taxi ride to many things and places in Singapore.  The Highlight for us was the Straits Club. Super people looking after us - Lucy and Jared were names we recall, though everyone in the Club was superb.  The sea or river view rooms are best - the Courtyard rooms haven’t much of a view. One criticism is rather dark corridors.  The breakfasts were excellent - Omelette chefs especially good.  When we stay again - as we certainly will - we will ask for the river view ( more goings on) and be a member of the Straits Club, which not only has lovely canapés and drinks, but the exceptionally fine staff will help with all kinds of things - advice, bookings, copying, and much else.  It’s a fine place to stay."
Nice Trip,Date of stay: June 2022,50,I had a very good experience with my children during our stay in June holiday. The staff there are very friendly and helpful. I like the hotel environment so much. It is elegant and tasteful. My children enjoyed themselves and didn’t even want to leave.
Beautiful Heritage Hotel,Date of stay: June 2022,50,"We stayed at the Premier Collyer Suite with Straits Club benefits. The 65 sqm room is very beautiful with a very spacious living area, luxurious bed-room and bathroom. Straits club benefits comes with champagne breakfast, afternoon tea and evening canapés and cocktail. Service is very good, however the spread of food could be improved."
Luxury and Taste,Date of stay: June 2022,50,Beautiful hotel with well-appointed taste in decor. Staff were friendly and willing to help. The pool was stunning and has beautiful outlooks over the river and city view. Would definitely stay again. Comparable to MBS but with a more tasteful appointment of rooms.
"Enjoyed my stay, amazing accommodation and service at the Strait’s Club",Date of stay: June 2022,50,All the staff are extremely accommodating and polite! Nicholas went above and beyond and helped us with all our administrative matters! Well done!  We had such an enjoyable time and would definitely come back!
Excellent hotel,Date of stay: June 2022,50,An excellent experience that I would highly recommend for anyone looking for a 5 star experience in Singapore. The staff were very helpful and friendly at all times and the location of the hotel provides easy access to much of the city's main attractions.
Wonderful local staycation,Date of stay: June 2022,50,It was marvellous. Brought my child along who is below 12yrs old. The facilities are child friendly. Complimentary bed for children below 12. The marina bay view room was beautiful. The pool faces the boat quay which is another nice view. The pool at night was warm.
Wonderful Service in Beautiful Setting,Date of stay: June 2022,50,"Everyone in the hotel were super attentive, friendly and efficient. The rooms were always impeccably cleaned. We love the breakfast buffet - especially the local food of Nasi lemak and laksa - and of course the usual staples of a full English breakfast. We stayed there for almost two weeks and towards the end, everyone was calling us by name. We had a chance to use the pool, and it was really unique to swim in the evening right next to the Singapore river and watch the lights as they came on. There were several of us and we took different room types and all of the rooms were amazing. As a heritage hotel, the fullerton has managed to retain the old world atmosphere with the modern conveniences. The best of both worlds. I could not recommend this higher."
Hotel review,Date of stay: June 2022,50,"The esplanade room is a good size for family staycation. But unfortunately, the plants outside had blocked of the beautiful view. View of the marina bay room is impeccable. Good service overall! Will definitely recommend the esplanade room to family. Spacious and nice"
Lovely stay,Date of stay: June 2022,50,"We had a much needed mini vacation in between our flights moving overseas from Australia to Europe. The staff was very attentive and welcoming and we felt well taken care of. The location is great and many of the top sights are walkable. Our Marina Bay View room had a lovely view of the bay and we watched the light show on our balcony two nights in a row. Would definitely stay again for a longer period of time! If you are thinking about visiting Singapore, this would be my recommendation."
What an experience,Date of stay: June 2022,50,"Had a one night stay from 18-19 June 2022 at The Fullerton Hotel.  The moment I stepped within 50 metres from the hotel I could feel that this one is gonna be different, it has been a while since I last stepped into a hotel ever since ahem ahem (you know), but everything at The Fullerton made me feel like the travel scene has never left! The place was lively, the lobby was filled with people, the lounge was almost full house, there was even a short queue at the front desks! (It was really a very short wait so don’t be alarmed by that hahaha) the front office agent was able to answer every need and queries that I had raised, of course as expected, the check in process was super efficient and I was in the elevator up to my room in minutes.  Room service was super quick, phone calls are picked up within 3 rings, and you get what you ask for - a five star experience.  The facilities and amenities at the hotel also surprised me, from the very tech-oriented gym facilities to the good view of the Singapore River from the swimming pool when the sun was setting, I must say that I have had a very good afternoon indeed.  Oh did I mention that the bed was super comfortable? Yes, I usually can’t fall asleep easily when I’m away from my own bed, but hey I don’t know what magic Fullerton is casting onto their mattresses, but it works like magic, you should try it for yourself for those of you reading this before making a decision if Fullerton is the one for you, all I can say is that this would be a life changing experience for you.  Deciding to not use the express check out option and going to the front desk to say bye to the front office agents is another good decision I have made out of the few that I’ve made during this stay, the agents were so friendly and kept checking that everything was perfect and whether I have had a good night sleep, and most importantly they asked not once, not twice but 3 times if they gave me a parking coupon(3 different person asked me of course) I was really impressed by how the service culture is so deeply rooted in every single person that I’ve met during the stay.  From the moment I arrived at The Fullerton to the moment I stepped out of the iconic Revolving Door one more time, every single interaction with the people at Fullerton I could only describe with one word - WOW  Thank you Team Fullerton for one of the most memorable stays I’ve had in a long long time, would definitely be back!"
Anniversary celebratory staycation,Date of stay: June 2022,50,"We had a memorable wedding anniversary staycation at the Fullerton Hotel.  It was a long-awaited, yet familiar, experience to be having the breakfast buffet again. The range of food choices was sufficient and of good quality; I look forward to the return of the local breakfast set soon.  We were most touched by the personal care given by the team at the Fullerton Hotel, which made the celebration even more magical!"
Fabulous Location,Date of stay: June 2022,40,"Beautiful Hotel although a little tired in some areas. Great location. Room was lovely, clean, great bed linen & pillows. Club access was average, this room seemed like an afterthought. Food selection was disappointing but the staff excelled. Breakfast was good but nothing special, could have changed local signature dishes each day. Swimming pool lounge area cramped . Overall a lovely hotel."
