TITLE,DATE,RATING,REVIEW 
Very very disappointed,Date of stay: March 2019,10,"We recently travelled there in March. When we went to check in they wanted payment first, never have had this before. The invoice she gave us was different to the one I booked and printed off. It said king room with breakfast. The girl at reception said no breakfast and price was correct and no king rooms. Lucky I had my copy other wise she would have charged us the price she printed off. Also if we did not pay for the room they would not allow us to go to our booked room. The room was small and no king bed. The bathroom is so small it is difficult for 2 of us to be there. Also to get in the bath to have a shower is terrible. It is too high and if you have leg and feet problems you cannot have a shower. There are no draws in the room, not even one small one. Very disgusting as you have nowhere to put any clothes that you cannot hang up. So they have to stay in the suitcase, again disgusting. Now going to breakfast, I was in shock when I went and saw the rubbish they had on the tables. On the weekend the food was almost nothing. There was no brown bread only white and if you wanted butter or jam or anything else good luck as soon As the bowl was empty the staff said there was no more. The staff there had no respect were very rude, no hello, no good morning, no can I help you. Just nothing. The breakfast had yuki dry chips only one type of fruit and some cereal. The scrambled eggs look like they were powered eggs. There juice was like cordial. On the week days they added some more bowls with pancakes etc. to me still not eatable. And again when we went there on Monday they said that we had to pay for breakfast. I was so upset I was going to leave, I was sick and tired that I had to keep telling them we had paid for breakfast. The room that they checked us in was disgusting the porter opened the door and it stunk of cigarettes. The smell was awful with my asthma it did not help. So we went back to reception to tell them, they did not believe us and thought that we smoked. We were lucky the porter was with us and told them it was full of cigarette smoke. It took another 30 minutes to find another so called room. A new hotel that does not know how to treat their customers. Will never stay there again. Also the bed mattress was as hard as a rock. Did not help my back. The pillows also hard."
3D2N,Date of stay: March 2019,20,"Went for a meeting in SG. Our flight was early in the morning and reach the hotel at 11ish. The staff kind enough to allow us to check in early.  In city center. Walking distance to orchard road. Easy to get grab.  Room pretty decent. We added one more bed, just nice in 1 room. Not too spacious tho.  Toilet pretty small. Have basic amenities.  Thumbs down on breakfast. Starts at 7am. We went down at 8am. No cutleries and cups. Take so long for them to replenish. Food spread were sad. Please opt no to have it in the hotel. Staff with attitude! We asked to clean up a table since there was no other table available. She rolled her eyes and pause few secs. She doesn’t even look presentable! It’s like she just got up from her bed not brushing her teeth and hair. Euwwh! We didnt go down on 2nd day. We rather walked to SG plaza and had mcd for breakfast.  Would have rate 3 stars if not because of the breakfast incident."
Basic Hotel - Not recommended,Date of stay: September 2018,20,"Located closely to MRT Stations 5mins by walk. However, the whole hotel was extremely strange smelly and the rooms are small. Especially, breakfast was horrible. Wifi is not wrong. Everything needs to be improved!"
Bad Service,Date of stay: February 2019,10,"The duty manager doesn’t know how to check us in since we booked through online, and he has to wait for his colleage to do it for him. The room have no amenities, we requested before we left the hotel to do sight seeing but we when we came back at the hotel, the things we requested still not arrived. They answer calls in the front desk after the fifth time i called. It is just my first few hours here but I can say we are already not having a good time in this hotel nor ejoying our stay."
"Great location, great staff and good price",Date of stay: February 2019,50,"The location it’s great! Beautiful area, near to bus stops, shops, restaurants, shopping centers, etc. It was a rooftop pool very clean. The best... the staff! They are very helpful, kind and really try to help you out with anything you need: phone calls, places, taxi, etc. The only thing they have to work on a little bit more is in the cleanest in the breakfast area, (because people don’t help very much!). But overall we highly recommend this hotel."
Location is good. The rest is very ordinary.,Date of stay: February 2019,10,We stayed in a very small room with minimal facilities. The restaurant refused to cater for my gluten fee (coeliac) requirements and suggested that we visit a local supermarket to purchase our food. The shower in the room fluctuated dangerously from hot to cold and the water pressure was abysmal and toilet flushing required several attempts. The lobby and elevators were usually full of large travelling groups causing inconvenient congestion. This place might be cheap but we suggest you spend a few extra $ and make your stay in this beautiful city comfortable.
Best Location but,Date of stay: January 2019,40,"The best part of the hotel is its location. It is close to many important points and is on the main road. Another best part I liked in this hotel is the water dispensing system. There is a water dispenser which provides hot and cold water throughout 24 hrs. for drinking or coffee/tea making. However, I found many minus points , such as rooms are a bit smaller, and were not cleaned by the time we checked in. Management take every thing so easily and did not bother about the guests. Bathrooms are alright. Another negative aspect is the Breakfast. It is very meagre and choices are very less. Even the quantities are poor, most of the time they were not refilled immediately. Staff are the worst part in this hotel. At the breakfast their treatment is very bad and when I asked a staff for the clean plates he told me to go to the other side of the counter and get it. He did not bother to bring, I was in the long que and happened to leave it and get it by myself. I don't know why tour operators like Cox n Kings are preferring this hotel. Personally I do not recommend this hotel to any one. Last but not least , the elevator is located in one end of the hotel and not central, therefore, we have to walk a long distance to reach our rooms. So beware while selecting the rooms."
Great location,Date of stay: January 2019,40,As we only stayed two nights it's difficult to give an elaborate review. The rooms are clean but not especially spacious. The staff were efficient & the concierge was especially helpful storing our luggage. The pool area nothing to write home about but it's grand for a quick dip after some sightseeing. The breakfast was a bit strange as well. No cold milk only hot and but this is only a quibble. Location is excellent; about 10 minutes walk to Dhoby Ghaut or Orchard MRT stations.
singapore,Date of stay: December 2018,30,"the hotel is situated very close to business establishment, shopping malls (along orchard road), food courts, buses and metro. it's clean and non of our things were lost. it's a mile & a half away from the starting line as we've registered for a half marathon for the standard chartered 2018"
Cafeteria staff is rude,Date of stay: January 2019,10,"They are not providing water bottles in the room. Each room is having water dispenser. When I asked how it is working, they told me to come lobby for demo. They have two cafeterias. One is having good interior and one is old. One day I had breakfast in new one but next day they told me that my breakfast is in other cafeteria. Menu is same everyday. They don't have good staff. All are frustrated."
Housekeeping 'used' our toilet and shower,Date of stay: January 2019,10,"Arriving, the room given to us was very small and misrepresented by the photos we saw. Unfortunately, our experience declined further on our second day. After returning from a full day exploring the city, we walked in our hotel room to find that someone had recently used the shower and toilet, leaving the bathroom floor obviously wet, and the toilet used (not flushed). Consequently, the room had a disgusting odour arising from the toilet. Immediately, we brought this to the attention of the concierge and duty manager who responded with ""Oh, housekeeping must not have cleaned properly."" After explaining graphically that neither of us had used the toilet to that degree, the duty manager stated he would check the security footage and get back to us, and send housekeeping up to re-clean our room. Unfortunately, neither solutions were actioned. Returning from dinner, a change in shifts had occurred and the duty manager dealing with our complaint was not available, neither had our room been re-cleaned. As we checked out early the next morning we questioned the new duty manager regarding our complaint, as we had to sleep in the dirty room all night with no communication from the hotel staff. The new duty manager stated once again that ""we must have been unhappy with the standard of cleaning."" However, upon explaining the true situation, the manager looked into the initial manager's actions explaining to us that ""a report had been written and that housekeeping was aware, as they were the only ones that entered (according to the manager's recollection of the footage)"". Giving no apologies aside from ""sorry"" as we checked out.  Unsettling us the most, was that we had to sleep in a room that had been entered and used by a member of staff or the public overnight, with no communication or resolution, or even apologies from the staff, until WE re-initiated the conversation on check-out the next morning."
Unimpressed,Date of stay: January 2019,30,"Bed and pillows were fine, but the bathroom was terrible. Very bad water pressure. Barely enough to wash soap off. Shower temp would not stay stable, would be very hot then change to very cold then back again, never just warm. Bath is higher than floor, so a big step down when you step out of the bath/shower. Could be dangerous if you were not prepared for it. A/C is quite noisy. Do not like the built in water filter/heater, i much prefer bottled water."
Strategic & Comfortable Hotel,Date of stay: December 2018,40,"Inexpensive price but worth to stay for you who wish to escape short vacation, clean which located close to the middle of famous orchard road, for shophacholic its good place to find and easy to reach MRT station. Recommended to stay here! If you book this hotel, ensure to request highy flower so that you will find a beautiful greeny view from your window."
New year's stay,Date of stay: December 2018,10,"My family consists of 4 members. It seemed like a hostile place for indians. One of the staff members who wears specs and manages breakfast on the 2nd floor was extremely rude. it so happened that one of the staff members asked our whole group of 41 people to keep our luggage on the 2nd floor outside the restraunt, we did so but as soon as this guy came he shouted on top of his lungs ""this not your home, remove the luggage from here "". This kind of treatment is totally uncalled for. Instead of welcoming us with a welcome drink, we were told to go outside on the 2nd floor and sit without an AC. I asked for toiletries by calling their housekeeping number, they did refused to give it saying they don't have it and I should I my tour guide for the same. Why will my tour manager keep brushes /combs / bathroom slippers ??? On the next morning I obtained it from the cleaning lady and she happily gave it. The food was random,one of the days they removed the toaster from the place we ate. Horrible treatment of guests. This is no way to behave. Would never recommend anyone to go there. While the place was decent, the behaviour really put me off. And I had gone with my family to celebrate New year's this year. Horrendous experience"
Very ordinary,Date of stay: December 2018,20,We had booked this hotel through booking com and was for $250 a night with breakfast included. Unfortunately we left the paper work at home showing this . But when we arrived to be charged $290 a room with no breakfast. They have removed kettles and placed with some hot/ cold water urn that didn’t work properly. No bottled water on arrival I’m not normally one to complain but I would never recommend this hotel
I'd look elsewhere!,Date of stay: December 2018,20,"Pros: 1. The housekeeping staff were good. 2. Good-not-great location. 3. Facility to cloak your luggage in case you arrive early and wish to roam around till you're allotted a room.  Cons: 1. The rooms were not as promised at the time of checking in. 2. Premium room is a joke. Please do not pay for it. 3. The breakfast buffet is atrocious, boring and extremely redundant. 4. All in all, it felt like a total rip off. Far better hotels available in the same price range."
Good position no good for breakfast,Date of stay: December 2018,30,"Really really interesting for this position, in one of the most important street in Singapore in the center. Just not really good for the breakfast very poor and nothing for European people even if is a star hotel. Just a normal hotel."
Convenient & strategic hotel in Orchard Road.,Date of stay: November 2018,30,"Second time staying here after a year ago, this place has offered the mpst convenient location with moderate price available in busy east side of Orchard shopping road.  Next to Grand Central hotel & behind Concordia hotel & across Gateway plaza & Orchard Point old plaza. Also 200m away from Singapore Plaza & 313 mall.  All shopping malls in Orchard are by walking distances.  The room is small but convenient for biz & couple room. Unlimited free hot & cold & regular water vending machine.  Bathroom & bathup is rather small even for Asian size. But it's ok to have a quick shower"
THE Chancellor of Singapore,Date of stay: September 2018,50,"Stayed over en route to Phuket - the quietest room EVER! Conveviently close to two tube stops & hop on/off bus stop (BUT bus colours very confusing & stops badly marked/sign posted) & shops. It has a roof top pool (lo-o-ng!) with stunning views! Very efficient, helpful staff & concierge. louis-THE-lawyer"
Do not choose this hotel. It’s ridiculous.,Date of stay: October 2018,10,"Worst hotel in Singapore. Terrible staff members. No courtesy was shown. Terrible rooms. It’s was the worst experience of my entire journey to Singapore and Malaysia. I got a room with broken table and when I asked reception desk to change my room, they literally refused in a manner that was really ridiculous for something We’ve paid for. If you are planning to visit Singapore I would request you to NOT choose this hotel. If you choose you’ll definitely spoil your holiday."
Hidden Gem in the midst of all the Giants.,Date of stay: November 2018,40,"I don't usually stay in the heart of the city especially in touristy places. However, this was booked by my company for a business trip and it was good. The rooms were clean and I loved the rooftop swimming pool. Location wise, it was strategically located nearby two MRT station and Orchard road itself is just a few minutes walk away."
Amazing.,Date of stay: August 2018,50,The water dispenser for drinking to reduce plastic bottled water is amazing. Very clean rooms. Room is small but enough for two people. Easy access to Orchard road too. I am definitely coming again to this hotel.
Nice and must give a chance...,Date of stay: October 2018,40,"Rooms are good, location is nearer to centre of Singapore. Round the clock service. But Buffet breakfast needs improvement. In-house gift shop has sim cards and currency facilities and its really helpful and you can pick up some gifts as well."
BAD Service,Date of stay: October 2018,10,"Checked in with friends and prior to our arrival at th hotel, our business associates sent our luggage for safe keeping with the hotel. Up in arrival at the hotel, i approached the staff to retrieve our luggage. How ever th reply was for us to pick up retrieve ourselves ad he has only 2 hands... WTF did not I even ask him to carry just checking where can we retrieve. So UNPROFESSIONAL. Listeb t your guest 1st before speaking. Will never come back to this hotel."
i spent not much time in hotel,Date of stay: October 2018,30,"Hotel is big but room & bed are very very small. I used twin bed and i could not turn around. Wash room is no lock so not really convenienct when stay with partner. There is no standard amenities like razor, comb, toilet carpet.... Staffs are not really helpful, not smile at all. Breakfast is repeat and repeat with poor quality."
Very good value,Date of stay: October 2018,40,"the hotel is not very fancy, but the rooms are nicely done and clean, the location is very good (very close to Dhoby Ghaut SMRT, close to the original Killiney coffee shop, close to Orchard station). Staff friendly and helpful, breakfast is what to be expected in this price range, but good. Overall good value for money Beware however the rooms facing night clubs - these tend to be very noisy until early morning. Ask for quiet room."
Bed is too small,Date of stay: October 2018,30,"I had 4 nights here. Room is quite small. Toilet has no lock. Amenities are very poor, no comb, no cotton buds, no razor. location is very good for MRT, shopping mall and food courts. Bed is too small. Breakfast is so simple Sorry, I won't come back."
Nice Hotel with a Great location,Date of stay: October 2018,40,"Hotel Chancellor is a nice and well located hotel. Orchard Road and its shopping treats are right around the corner and the Dhoby Ghaut MRT stop is a short walk away. Check-in was quick and easy. The room was a bit small, but was sufficient for our sleeping needs (we were out most of the day). Breakfast was average- nothing remarkable, but provided enough to get our day going. Lots of big tour groups were staying at the hotel during our time there. The only issues that caused were an incredibly crowded lobby at times and some waiting for an elevator. Our room was quiet and not affected by those groups. Overall, it was a good stay. I would stay there again."
Average,Date of stay: October 2018,30,"Stayed here 4 nights for a business trip in Singapore. Location was good that near the MRT Stations, shopping malls and street food restaurants. Room was cozy but bed was very small (just 0.8m width). Almost nothing for bathroom amenities: no razor, no comb, no toothbrush, no slippery. Buffet was poor and unchanged in 4 days I stayed here. They had a nice swimming pool on rooftop, but pity I had no time to enjoy :))"
3* Hotel without basic facilities,Date of stay: September 2018,20,"During our stay, we face many problems. Main problems like NO lock on the bathroom door! only 50MB Wifi per stay! rooms are not clean... much dust on the table and storage area. Breakfast very basic, very few options and no proper reply by staff. Even we are in a group and they have advance information, but still, they take 2 hrs for prosses and key!!! Not-at-all happy with our stay..."
Ok for the price,Date of stay: September 2018,30,"I stayed the Grand Prix weekend and to the hotels credit they were one of the few which didn’t increase their rate 3 or 4 times over normal. Even though I booked well in advance I checked in late and was told no queen size beds were left so I got two single beds. I was offered room 1047 on the top floor which offered basic decoration but was clean. Even though I bought the highest grade room I got no view at all, just looking into the next tower which was quite close by. It was misleading compared to the photos shown on the website. I should have booked the cheapest room instead. An armchair was provided in the room which was good but the tv offered very limited channels. The WiFi wouldn’t connect but a polite gentleman on the front desk knew a work around, it was high speed once connected. The bathroom was compact with a shower over the bath. The step into the bath was far too high and quite dangerous in my view and the water temperature in the shower surged from cold to scolding hot water, inconvenient but borderline dangerous too. Breakfast on 2nd floor offered good variety and quality with plenty of seating and staff cleared the tables very quickly. WiFi access in the breakfast was patchy. Overall it was a basic hotel, clean with good staff, however it always felt busy with lots of rooms per floor."
"Average hotel, average service",Date of stay: October 2018,10,"We stayed at this hotel mainly because of the location on Orchard Road. While the location was OK, everything else was not. The carpet in our room was dirty and looked like it had never been vacuumed. The bed was dusty and again looked like they had never cleaned the place. The room was tiny, especially the bath room and our room keys hardly ever worked in the lift or to get into our room. After politely asking the staff for a new room key because ours weren’t working they gave us some and sent us back up. This happened 4 times going up and down the lift because none of them were working. By the end of our trip we had 5 cards because of this issue and staff weren’t helpful at all. On our 2nd night we had to change rooms because our air con stopped working. We were told someone would call us when our new room was ready. After an hour of no one calling us we phoned the front desk at 10.30PM and finally got a new room. Not that they helped us with our luggage or anything though. I definitely won’t be coming back to stay at this hotel. Do yourself a favour and stay near Marina Bay instead."
Good location reasonable hotel,Date of stay: October 2018,40,This is exactly what we needed. Modest price for Singapore ($150 Aud). Facilities straightforward. Clean. Well serviced room. No frills. 9th floor had skyline view. Pool looked good but did not use  Desk staff helpful. Usually a small wait as they have a lot of people to serve. Did not try the breakfast because of advisor reviews. Good location. Easy access to MRT. Food stall eateries over the road.  Strongly recommend visit to Singapore Tourist office to identify what you might want to do and the tourist MRT card as cheap effective way to get around.
WORST HOTEL I EVER STAYED IN,Date of stay: October 2018,10,"The only good thing about this hotel is location. And they do not have any customer service. All they want is money for everything.  Even with rooms available for early check in, they make you wait and say it's company policy and the duty manager said that company wants him to make more money.  Zero client satisfaction and service  Breakfast WAS REALLY BAD. No variety and the service standard was zero  Do not stay here ever."
Avoid,Date of stay: October 2018,10,"This hotel is impressive on the outside. But inside is an other story. They have the porter trolles but you take your own luggage out if the taxi and to your room. Upon arrival at room there were no toiletries, House keeping gcaming and they made me feel like I was wrong for asking. Then the TV did not work. But they fixed . But for what. They had no channels for English speaking people. Not even HBO or movie chanel. There was no cold water supplied only a water dispenser that only gave hit or warm. The shower entry would have to be the most dangerous to people I have ever come across and I have traveled to many countries and I am in the building industry. This is very unsafe. Also the water in the shower goes from cold to extremely hot no matter what setting you have it on. They don't give you swimming towels and you have to use bath towels and when you ask to replace these for your night shower (or scalding) they seem reluctant to do so. Room cleaning each day is of a basic nature as toiletries seem to be only supplied on arrival as I had to ask for everything every day. I would not recommend you to stay here as I do not think this hotel lives up to its star rating and customer service does not exist."
Hotel Chancellor,Date of stay: April 2018,30,"The Hotel Chancellor is in a great location , close to the bus station, shopping, and eateries. The Hotel room was clean and roomy enough for two people. Breakfast is an additional charge of $20 . The hotel lobby is small and crowded at times."
Pathetic hotel,Date of stay: October 2018,10,I stayed in this hotel for 4 days. Its a pathetic hotel to stay. No options for vegitarians in breakfast except chane n potato wedges. They serve same breakfast everyday. N even staff is not courteous. Very rude seems they have problem with Indians. Will not recommended this hotel to anyone. Only thing i find good is location.
👌🏾👌🏾👌🏾👌🏾,Date of stay: September 2018,40,"Small but very well maintained room. Staff was friendly, helpful and efficient. Kudos to Staff MARK, who was able to attend my issues and concerns. Food was average. Good location! Definitely recommend to my friends and family!"
Feel good,Date of stay: September 2018,40,"Nice room...nice greating..nice customer service..near mrt station somerset..i recomended this hotel.. Few minutes walking..?? Orchard road... And i like this hotel because little bit quiet..so, thx . ."
Avg Hotel,Date of stay: September 2018,30,"The best thing about hotel is its location. You can catch a metro and go to any main tourist attraction in a minute.  Rooms are okay, not so spacious, but good enough to sleep.  The worst thing about hotel is its breakfast menu. It's the same whether you are a Chinese or Indian. They don't change their menu at all. For veges, they have only dal and bread.  In Non veg, they have only sausages, scrumbled eggs (no manchurian) even in fruit platter they have only watermelon.  Keep this in mind while booking this hotel  Rest is good."
Fantastic location.,Date of stay: August 2018,40,"Great hotel. The location was great, just one block from Orchard road and a short walk to the MRT station. Not large rooms but big enough. Comfy bed and having a bath was great although if you have trouble climbing in a bath you might have a problem, the bath is quite deep. The water dispenser was fabulous. Breakfast was great, lots of variety. We would definitely stay there again."
"Great location, courteous staff, good room",Date of stay: September 2018,40,"I booked a double room, and the size was good enough for Singapore standards, because Singapore is expensive and most hotel rooms are not big as per Indian standards. The staff was amazing! There was such a rush, but they were not irritated by the horde of customers asking them questions, including me. The check in time is 3 PM, so if you're reaching early, will suggest you to book for the day prior as well, so that you can rest as soon as you reach. Breakfast spread was awesome. Location is prime. There are small outlets right below the hotel which remain open till late night."
Its an average hotel with minimal facilities...,Date of stay: July 2018,30,"First the staff are not expressive in explaining the facilities available in the hotel...this is big disappointment... Very very limited food options for proper vegetarians in this hotel..  Pros: Very well maintained rooms, eventhough they are pretty small.. Hotel vicinity on orchard road..."
Don’t believe the negative reviews - this hotel is great!,Date of stay: September 2018,50,"Booked this hotel back in March for F1 Grand Prix 2018 visit for 4 nights. Was a little bit nervous because of some of the negative reviews and was expecting the worst but much to my surprise it was great and I could not find fault with it. It definitely meets all you would expect from a 3 star hotel and more! We arrived at around 8pm and were greeted warmly by the gentleman on duty and we were thankful that the check in was very smooth and we were able to go out and explore Singapore by 8.15pm! Our room was on the 9th floor. There are 4 elevators and they were extremely efficient with hardly a minute’s wait.The room was a good size with large windows shaded by blackout and sheer curtains looking out to another hotel but the view was not unpleasant at all. The room was clean with great decor and nicely set up. We asked for extra pillows and they were in our room when we got back. The room and bathroom appeared to be newly renovated or just in great nick. The bathroom was small but had a bathtub, great to have a soak after traversing the balmy streets of Singapore. The location was great with just a few minutes walk to to lots of restaurants and bars including the popular Cuppage Plaza. We were in Singapore for the F1 Grand Prix and IMHO it was the most economical option with Dhoby Ghout being 5 minutes walk for access to the Pit Stop area and Somerset a 7 minutes walk for access to the Padang and Stamford grandstands. The location is also great for Orchard Road shopping. The breakfast was average but fine for the cost. The dining room is very large so would accommodate a huge number of people. The staff were efficient and helpful. The water dispenser in the room is unreal! Instant hot/cold water at the press of a button. Tea, coffee etc was complimentary. Best of all the room had an iron and ironing board which is quite rare for a 3 star hotel. I would also like to mention the service and friendly staff. Our TV went on the blink (I think we were pressing too many buttons on the remote) and within 10 minutes of reporting it it was fixed and received a follow up phone call from reception to check if it was ok. I would definitely stay at Hotel Chancellor again on my next visit to Singapore."
Wouldn't stay here again!,Date of stay: September 2018,20,"You think this hotel would read there reviews! Location of the hotel was perfect. Close to Dhoby Ghaut station which will get you easily to all the major tourist spots without having to change lines. Now for this hotel. I recommend getting room only. There is a star bucks around the corner. Cocktail sausages, hot chips and pasta for breakfast.....seriously 😬 the juice and milk were very synthetic! Your fruit was apples and an ad hoc water melon. The room was extremely basic! Shower constantly went hot and cold. No kettle apart from an instant boiler machine that was noisy (good luck sleeping) Tea and coffee in the room pretty much non existent so pack your own. Two mugs and two plastic spoons that don't get replaced so hide them if you want to use them for your entire stay. Couple of the plugs in our room didn't work and half the skirting board was falling off. TV we couldn't get to work. And the room smelt funny. The pool was ok, they could make this a lot better with very little money. The pool furniture needs to be upgraded. We got to the pool ok but on the way back the elevator did not work (out of order) so down the stairs we went! Luckily our door to our floor was not locked."
Economy at the heart of the city,Date of stay: August 2018,50,We stayed in this hotel with the family for 4 days. The stay was reasonable good and comfortable. Bathrooms are small may be due to space crunch in the city. It is ideally located with surroundings. Breakfast was nice and tastier. Overall stay was comfortable. For early checking the rate charged seems high. The booking was done through Trip Factory
"Average Hotel, good location",Date of stay: April 2018,30,"We stayed for 3 nights in Apr 2018; the room quite small and smelly from bathroom. Bfast is very poor and crowded of group travellers But the location is good, near the shopping malls on Orchard Road, good for shoppers"
Comfortable For stopover stay,Date of stay: September 2018,30,"Comfortable basic rooms, hotel is situated within an easy walk to Plaza Singapura on Orchard Rd. Rooms are quiet and clean, Check in is fast and painless. Basic facilities but still a worthwhile place to stay if you have business at that end of town."
Common problem but not willing to solve.,Date of stay: September 2018,20,"Due to last minute emergency trip to SG, I had to book several places for my teammates and one of the hotel I booked was Hotel Chancellor for its location and reviews. However, I was disappointed by the service from check-in to solving problem after hours.  Trainee helped me to check-in this evening, I am fine and supportive to trainees as I seen many in my own company. Today's receptionist front desk was a trainee with no smile on her face but it was ok for me since we understand.  One of my teammate was given a room far end of many rooms on the highest floor. We wanted to ask for a change of room however time was tight for our next meeting, therefore we can only request after we done with our meeting around 11pm.  As a frequent traveller to many asian countries, it is extremely common for clients to request for room change due to many reason.  All I can see is an attitude of unwillingness to help. I am truly disappointed with my first experience here with the hotel and its customer service standards. I need a better answer and attitude to customers, better than this I expect. For this standard and level in the hospitality sector, I am sure they can do more than these. The front manager or officer, with another staff from the office was not smile at all. This makes the whole experience seems uncomfortable and doesn't feel like I am being treated as a guest of an above 3 star hotel.  More training on customer services and an attitude of willingness will make the whole experience from 0 to 100. All the best."
UNHAPPY CUSTOMER,Date of stay: August 2018,10,"POOR, The worst service ever had in my entire life of hotel experience. I put my room to DO NOT DISTURB, but somehow the cleaner came in and clean it anyway. PRIVACY MATTER!!!  Next, prior to my check out. The counter girl just came out to reqch the counter, so I asked her if I can conduct checkout to her counter, but she raised her hand for me to stop talking. Then I take breath to be patience. Then she ask what I want, then I told her that I want to check out, then when I gave her my room card, I forget that my other card still left in the room. Her responds was like “where is the other card? Go take”  WTF?! Atleast have the courtesy to say it nicely. BAD SERVICE. Not recommended at all. Very Poor."
"Good location, average hotel",Date of stay: August 2018,30,"As long as your expectations aren’t too high, this hotel,was perfectly adequate. Close to Orchard Rd with buses , MTR , hop on hop off bus and plenty of shops. Location was good. Lovely roof top swimming pool, lap pool, although you had to use your room towels. Our bedroom was very basic with very hard pillows and single beds. 2cups and 2plastic teaspoons. No toilet paper and no washing liquid was disappointing.toilet paper was given to us when we asked. Reception was often not well staffed and language was a bit of a barrier. Allow plenty of time with lifts when going down with luggage. We didn’t eat in the restaurant and as we were on the Singapore holiday Experience I am not sure of the room cost."
Great location,Date of stay: December 2017,40,"Just of the beaten track close to orchard road, great little eatery just beside the hotel, pavement cafe, hotel was lovely had great views of Singapore as room had full length Windows. Swimming pool was nice and clean and was just the thing to forget about the hustle and bustle going on around you. My only problem was the breakfast, it was a chaotic mess no one new where to go, even the staff had no idea what to do, most of the food was unedible, it was horrible, and we were segregated from the coach holidays at breakfast and there breakfasts looked so much better then ours, only eat her the once as couldn't stand the hustle and and mess that the hotel called breakfast time"
Ok lah.. Basic,Date of stay: July 2018,30,"Check in was slow as there was not enough staff working in the front desk at midday. Room was alright. The toilet was a bit dirty, but bearable. Access to public transport good (Somerset MRT station). Check-out also slow because there was only 1 staff working the front desk that morning."
Not recommend,Date of stay: August 2018,20,"Though it has some good points, it's generally disappointing.  - Room: I stayed there with my family but had no idea why I had to stay on a different floor from other family members, in a room at the very end of the corridor (room 754, far from the lifts). To go to my room, I had to walk through another door. The space between 2 doors were small, it was ridiculous and a bit scary. The room was ok: clean, had street view. The lamps were a little bit dim, there was no sleep lamp.  - Breakfast: poor buffet, few choices, repeated on the day after and crowded. There were bread, scambled eggs, boiled eggs, sausages, french fries (too thick), nooddles (not-good taste), rice, porridge, creal with milk, coffee, orange juice, watermelon.  - Air freshener in the corridor: Good smell but a bit too strong that it was uncomfortable.  - Group tourists: Most of the customers were group tourists. So the reception area was often crowded and noisy.  - Wifi: Hate this. The hotel provided 50 Mb for free but I could use it at all.  - Elavators: too slow and always crowded.  - Water dispenser: The best thing so far in this hotel. It's included in each room, provided both hot and cold water, very convenient.  -Location: It's good if you're a shopping lover. It's closed to Orchard Road (within walking distance) where there are a lot of shopping malls."
Bad Choice in Singapore,Date of stay: July 2018,10,"Booked this hotel for a stopover on the way home to Australia in July. This hotel should never be 3 stars, maybe 1 1/2stars We arrived early and our room was not ready. Ok. Asked could we go to a comfort room to freshen up and were directed to very dirty toilets. We have stayed in Singapore often and generally you are offered a swim and shower at the pool. Arrived in room to be further disappointed. moved a chair and found the floor underneath to be filthy. Room had poor lighting. Had to open curtains fully to read.On checkout day, we told male staff at desk about state of room and were ignored. We left our bags in storage ( an area partitioned off by low barrier) as we had a late flight. Came back to retrieve an umbrella and found the guy outside unloading a bus and all bags unattended. Could have taken anything at all and no-one would have noticed. This budget hotel seems to cater to low cost tour groups for single night stays and I will never stay here again. The only reason we picked it was for the location. A low quality hotel in the middle of a wonderful city"
"Worst hotel ever, hostel even better than this place",Date of stay: August 2018,10,"You should trust all the bad reviews here and go for something else even for lower price with better standard. Think twice before you book, my experience was painful. I have some personal request regarding my booking so I made many attempts to contact the hotel via email and even via booking platform after placing the booking but no avail. Nobody care to reply at all and it's the same concept when you arrive at the hotel too. The room has no amenities, no slippers, no toothbrushes, no iron, no notes, no directory. But the worst is the staff. If you want anything, go down to the reception and beg for it. They never anticipate your need but only giving excuses. The telephone in my room was broken for the first 2 nights, I went up and down to inform them many times but nobody care. Until the third day I gave up already and they finally got it fixed. Thanks goodness ! Very poor breakfast, canned sausages, tasteless scramble eggs, boring pasta every morning, bread and cheap croissants are provided together with green lettuces salad and vinegar dressing, some french fries or mashed potatoes, congee and condiments that's it. One of the day there was pancake but also tasteless. You are surrounded by unfriendly staffs, especially at the Reception area with all grumpy or cold faces, no emotion when talking to you.They did lend me an iron when I was asking for it but it didn't work at all. The iron table smelled full of mold. The bathroom also has urine smell and mold found around the shower wall and shower curtain. Our room key did not work, we went down to check with the receptionist and they acted like we stupid. According to their system, the key is working normally, said the Receptionist. I insisted that it's not working, eventually, i got a new key and guess what? It also didnt work.Finally, Bellman escorted me to my room, tested the key, again it also didnt work so he opened the door using master key and asked me to come down to change another key later instead of getting me a new key and have it deliver to my room. Speechless for a 3 star standard. Most of this hotel's customer is group tours who are most of the time going out on guided tours during the day so they dont need to take care much. And we are poor independent travelers, paying much higher room rate but hanging around the hotel all day long so the hotel is very tiring to take care of us !!!!"
overnight stay,Date of stay: July 2018,20,"really very average, suit downgrade domestic market at best. Photos look good but place is just 'missing it'. We felt it was expensive once there. We were less than happy. Staff were helpful and were very busy. we were very glad to move on."
Really bad option,Date of stay: August 2018,10,"This hotel it’s a complete disaster, doesn’t deserve three stars. Starting from the reception desk totally luck of organization, besides we have a reservation of a king size room they provide twin beds, no further explanation. Reception lobby sucks. Rooms are small, dirty and sticky. TV is not working. Swimming pool doesn’t have towels or person in duty. I won’t recommend it."
